"","publisher","journal","role","editor","affiliation","url","date"
"595","Longdom","Andrology-Open Access","Editorial Board","Selcuk Sarikaya","Executive Editor, Department of Urology University College London Hospitals, London","https://www.longdom.org/andrology-open-access/editorial-board.html",2021-05-17
"596","Longdom","Angiology: Open Access","Editorial Board","Brad A. Bryan","Editor-in-Chief Center of Excellence in Cancer Research, Paul Foster School of Medicine Texas Tech University, USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"597","Longdom","Angiology: Open Access","Editorial Board","Wilbert S. Aronow","Professor, New York Medical College Valhalla, NY, USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"598","Longdom","Angiology: Open Access","Editorial Board","Matthias Clauss","Associate Research Professor, Indiana Center for Vascular Biology and Medicine USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"599","Longdom","Angiology: Open Access","Editorial Board","Wen G Jiang","Professor, Metastasis and Angiogenesis Research Group, Institute of Cancer and Genetics Cardiff University School of Medicine, UK","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"600","Longdom","Angiology: Open Access","Editorial Board","Igor Prudovsky","Center for Molecular Medicine, Maine Medical Center Research Institute USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"601","Longdom","Angiology: Open Access","Editorial Board","William W Li","President and Medical Director, The Angiogenesis Foundation USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"602","Longdom","Angiology: Open Access","Editorial Board","Randall W. Franz","Chief Vascular Surgery, Vascular & Endovascular Surgery, Central Ohio Vascular Services USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"603","Longdom","Angiology: Open Access","Editorial Board","Volkhard Lindner","Senior Scientist, Maine Medical Center Research Institute USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"604","Longdom","Angiology: Open Access","Editorial Board","Timm Michael L. Dickfeld","Associate Professor, Department of Medicine University of Maryland, USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"605","Longdom","Angiology: Open Access","Editorial Board","Ilia Fishbein","Department of Pediatrics, The Children's Hospital of Philadelphia USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"606","Longdom","Angiology: Open Access","Editorial Board","Dianne C. Mitchell","Senior Director of Genomics <U+FEFF>Texas Tech University, USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"607","Longdom","Angiology: Open Access","Editorial Board","Taku Inoue","Department of Cardiology University Hospital of the Ryukyus, Japan","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"608","Longdom","Angiology: Open Access","Editorial Board","Ingo Ahrens","Associate Professor, Cardiology and Angiology Heart Center Freiburg University, Germany","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"609","Longdom","Angiology: Open Access","Editorial Board","John D. Corson","Deputy Chief of Staff, NMVAHCS Professor of Surgery University of New Mexico, Mexico","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"610","Longdom","Angiology: Open Access","Editorial Board","Paulo Eduardo Ocke Reis","Specialist in Vascular and Endovascular Surgery, Professor and Chief of the Vascular Surgery Service University Hospital Antonio Pedro / Federal University Fluminense, Rio de Janeiro, Brazil","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"611","Longdom","Angiology: Open Access","Editorial Board","George Youssef","Senior Research Associate, Los Angeles Biomedical Research Institute CA, USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"612","Longdom","Angiology: Open Access","Editorial Board","Zhigang Hong","Department of Medicine University of Chicago, USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"613","Longdom","Angiology: Open Access","Editorial Board","Carlos Mena","Department of Internal Medicine Yale University School of Medicine, USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"614","Longdom","Angiology: Open Access","Editorial Board","Saurav Chatterjee","Clinical Cardiology & Research Columbia University, USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"615","Longdom","Angiology: Open Access","Editorial Board","Nicola Troisi","Department of Cardiovascular Disease, Vascular and Endovascular Surgery, Cliniche Humanitas Gavazzeni Italy","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"616","Longdom","Angiology: Open Access","Editorial Board","Beatrice Amann-Vesti","Professor, Clinic for Angiology University Hospital, Zurich, Germany","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"617","Longdom","Angiology: Open Access","Editorial Board","Ilker Tasci","Associate Professor, Department of Internal Medicine & Geriatrics, Gulhane School of Medicine Turkey","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"618","Longdom","Angiology: Open Access","Editorial Board","Miloslav Spacek","Department of Cardiology in Cardio Vascular Center of Motol University Hospital Czech Republic","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"619","Longdom","Angiology: Open Access","Editorial Board","Sandeep Kumar Kar","Assistant Professor, Department of Cardiac Anaesthesiology, Institute of Postgraduate Medical Education & Research India","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"620","Longdom","Angiology: Open Access","Editorial Board","Harsh Golwala","Advanced Interventional Cardiology Fellow, Brigham and Women's Hospital Boston, MA, USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"621","Longdom","Angiology: Open Access","Editorial Board","Giuseppe Biondi","Assistant Professor University of Milan, Italy","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"622","Longdom","Angiology: Open Access","Editorial Board","Gabriele Piffaretti","Department of Medicine and Surgery University of Insubria School of Medicine, Circolo University Teaching Hospital, Varese, Italy","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"623","Longdom","Angiology: Open Access","Editorial Board","Giovanni Mariscalco","Department of Cardiovascular, Cardiac Surgery Unit, Varese University Hospital Italy","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"624","Longdom","Angiology: Open Access","Editorial Board","Dongbao Chen","Professor, Department of Obstetrics and Gynecology University of California, Irvine, USA","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"625","Longdom","Angiology: Open Access","Editorial Board","Milos Maksimovic","Department of Nutrition, Institute of Hygiene and Medical Ecology University of Belgrade<U+FEFF>, Serbia","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"626","Longdom","Angiology: Open Access","Editorial Board","Afrasyab Altaf","Consultant Cardiologist, Rehman Medical Institute Peshawar, Pakistan","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"627","Longdom","Angiology: Open Access","Editorial Board","Rami Riziq Yousef Abumuaileq","Senior Postdoctoral Researcher, Consultant Cardiologist (M.D., PhD), Palestinian Medical Services/ Palestinian Ministry of Health Gaza, Palestine","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"628","Longdom","Angiology: Open Access","Editorial Board","Emmanuel Ifeanyi Obeagu","Research Scientist, Medical Laboratory Science, Health Services Michael Okpara University of Agriculture, Nigeria","https://www.longdom.org/angiology/editorial-board.html",2021-05-17
"629","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. Salerno Marco","Editor-in-Chief Professor, Italian Institute of Technology Genova, Italy","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"630","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. Barbara de Lima Lucas","Adjunct Professor Federal University of Goias, Brazil","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"631","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr Ivan Minic","Department of Oral medicine and Parodontology University of NIS, Serbia","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"632","Longdom","Annals and Essences of Dentistry","Editorial Board","Shadi George Moawad","Lecturer, Faculty of Dentistry, Orthodontics Department Tishreen University, Lattakia, Syria","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"633","Longdom","Annals and Essences of Dentistry","Editorial Board","Lucus B.L","Professor, Department of Pathology, Dentistry Federal University, Brazil","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"634","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. Gabriela Jude Fernandes","Department of Oral Biology Buffalo, New York, USA","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"635","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. K. E. Vijaya Prasad","MDS","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"636","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. Meena Aras","Dept. of Prosthodontics, Goa Dental College & Hospital Bambolim India","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"637","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. Venu Gopal Reddy","MDS","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"638","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. Karandeep Singh Arora","Department of Oral Medicine & Radiology, M.M. College of Dental Sciences & Research MMU, Mullana, India","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"639","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. Anshul Chaudhry","MDS, Sri Gobind Tricentenary Dental College Hospital & Research Institute India","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"640","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. S. Gowri Sankar","Editor-in-Chief Professor, Department of Orthodontics and Dentofacial Orthopedics, Narayana Dental College and Hospital Nellore, India","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"641","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. Jaya Chandran","MDS","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"642","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. Bindu Nallari","DDS","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"643","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. Venkat Ramana","MDS","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"644","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. Pavan Kumar","MDS","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"645","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. Viswa Purna","MDS, M.ortho","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"646","Longdom","Annals and Essences of Dentistry","Editorial Board","Dr. Kalwa Pavan Kumar","MDS","https://www.longdom.org/annals-essences-dentistry/editorial-board.html",2021-05-17
"647","Longdom","Journal of Anthropology Reports","Editorial Board","Ronn Johnson","Editor-in-Chief Associate Professor, School of Leadership and Educational Sciences University of San Diego, United States","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"648","Longdom","Journal of Anthropology Reports","Editorial Board","Doncho Donev","Executive Editor Professor and Director, Faculty of Medicine Ss Cyril and Methodius University, Macedonia","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"649","Longdom","Journal of Anthropology Reports","Editorial Board","Srecko Gajovic","Executive Editor Professor and Head, Croatian Institute for Brain Research, School of Medicine University of Zagreb, Croatia","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"650","Longdom","Journal of Anthropology Reports","Editorial Board","Ruma Purkait","Professor & Head Department Anthropology Allahabad Central University, Allahabad, India","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"651","Longdom","Journal of Anthropology Reports","Editorial Board","Rafael Fernandez Castillo","Professorial Lecturer, Department of Health Science Granada University, Spain","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"652","Longdom","Journal of Anthropology Reports","Editorial Board","James Lorand Matory","Professor, Department of Cultural Anthropology Duke University, Durham, USA","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"653","Longdom","Journal of Anthropology Reports","Editorial Board","Prateek Rastogi","Associate Professor, Department of Forensic Medicine & Toxicology, Kasturba Medical College Manipal, India","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"654","Longdom","Journal of Anthropology Reports","Editorial Board","Stephen R Baker","Professor, Department of Radiology, New Jersey Medical School Spain","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"655","Longdom","Journal of Anthropology Reports","Editorial Board","Tanuj Kanchan","Associate Professor, Forensic Medicine and Toxicology, Kasturba Medical College Mangalore, India","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"656","Longdom","Journal of Anthropology Reports","Editorial Board","Anup Kumar Kapoor","Department of Anthropology University of Delhi, Delhi, India","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"657","Longdom","Journal of Anthropology Reports","Editorial Board","Vasant Shinde","Department of Archeology Deccan College Deemed University, Maharashtra, India","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"658","Longdom","Journal of Anthropology Reports","Editorial Board","Simon Lawrence Dein","Professor, Department of Theology and Religion University College London, UK","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"659","Longdom","Journal of Anthropology Reports","Editorial Board","Rajagopal Appavu","Postdoctoral Research Scholar, Department of Experimental Radiation Oncology The University of Texas, M. D. Anderson Cancer Center, Houston, Texas, USA","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"660","Longdom","Journal of Anthropology Reports","Editorial Board","Dr. Ayman abd El Fattah Hassan Waziry","Associate Professor of Egyptology Al-fayoum University, Egypt","https://www.longdom.org/forensic-anthropology/editorial-board.html",2021-05-17
"661","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Chuan Chiang Chen","Editor-in-Chief Mechanical Engineering Department California State Polytechnic University, USA","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"662","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Sofia D Panteliou","Executive Editor Associate Professor, Department of Mechanical Engineering and Aeronautics University of Patras, Greece","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"663","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Yu Lung Lo","Executive Editor Professor, Department of Mechanical Engineering NCKU-National Cheng Kung University, Tainan, Taiwan","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"664","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Adel Al Jumaily","Executive Editor Associate Professor, Faculty of Engineering and IT University of Technology, Sydney, Australia","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"665","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Ahmed Hassanein","Executive Editor Professor, Head of School of Nuclear Engineering Purdue University, USA","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"666","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Zhen Luo","Executive Editor Senior Lecturer, School of Electrical, Mechanical and Mechatronic Systems, Faculty of Engineering and Information Technology (FEIT) The University of Technology, Sydney, Sydney , Australia","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"667","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Yousef Haik","Professor, Center for Research Excellence in Nanobiosciences The University of North Carolina, USA","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"668","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Houfa Shen","Professor, Department of Mechanical Engineering Tsinghua University, China","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"669","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Zonghua Zhang","Professor, School of Mechanical Engineering Hebei University, China","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"670","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Jiugen Wang","Professor, Department of Mechanical Engineering Zhejiang University, China","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"671","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Athina Stegou Sagia","Professor National Technical University of Athens, Greece","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"672","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Bao Yang","Associate Professor, Micro/Nanoscale Heat Transfer and Energy Conversion Lab, Department of Mechanical Engineering University of Maryland, USA","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"673","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Shaoping Xiao","Associate Professor, Department of Mechanical and Industrial Engineering University of Iowa, United States","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"674","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Yun Bo Yi","Associate Professor, Department of Mechanical and Materials Engineering University of Denver, USA","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"675","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Sellakkutti Rajendran","Associate Professor, School of Mechanical and Aerospace Engineering Nanyang Technological University<U+FEFF>, Singapore","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"676","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Sahraoui Chaieb","Associate Professor King Abdullah University of Science and Technology, Saudi Arabia","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"677","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Zi Chen","Research Scientist, Thayer School of Engineering, Dartmouth College, NH USA","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"678","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Mohammad O Hamdan","Department of Mechanical Engineering United Arab Emirates University, United Arab Emirates","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"679","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Liam Waldron","Research School of Engineering The Australian National University, Australia","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"680","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","M Enamul Hoque","Associate Professor, Department of Biomedical Engineering King Faisal University, Saudi Arabia","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"681","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Faris Tarlochan","Associate Professor Universiti Tenaga Nasional, Malaysia","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"682","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Qingyan XU","Associate Professor, Department of Mechanical Engineering Tsinghua University<U+FEFF>, China","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"683","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Jinsuo Zhang","Associate Professor, Nuclear Engineering Program The Ohio State University, USA","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"684","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Wenzeng Zhang","Associate Professor, Department of Mechanical Engineering Tsinghua University<U+FEFF>, China","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"685","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Karl D Dearn","School of Mechanical Engineering University of Birmingham, UK","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"686","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Ping Zhang","School of Medicine Indiana State University, USA","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"687","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Manosh C Paul","School of Engineering University of Glasgow, UK","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"688","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Charis Apostolopoulos","Department of Mechanical Engineering and Aeronautics University of Patras, Greece","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"689","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Ke Yinglin","Professor, Department of Mechanical Engineering Zhejiang University, China","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"690","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Kimura Hitoshi","Department of Mechanical and Control Engineering Tokyo University, Japan","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"691","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Dongming Gan","Technology and Research Khalifa University, United Arab Emirates","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"692","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Zhou Yufeng","School of Mechanical and Aerospace Engineering Nanyang Technological University, Singapore","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"693","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Lianxi Zheng","School of Mechanical and Aerospace Engineering Nanyang Technological University, Singapore","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"694","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Sukumar Senthilkumar","School of Mathematical Sciences Universiti Sains Malaysia, Malaysia","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"695","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Prem Gunnasegaran","Department of Mechanical Engineering Universiti Tenaga Nasional, Malaysia","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"696","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Li Chang","School of Aerospace, Mechanical and Mechatronic Engineering University of Sydney, Australia","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"697","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","John S Anagnostopoulos","School of Mechanical Engineering National Technical University of Athensï»¿, Greece","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"698","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Wang Chunqi","Department of Mechanical Engineering The University of Hong Kong, China","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"699","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Chi Yuan Lee","Professor, Department of Mechanical Engineering Yuan Ze University, Taiwan","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"700","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Xuesong Ye","Professor, Biomedical Engineering & Instrument Science College Zhejiang University, China","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"701","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Zhenguo Sun","Associate Professor, Department of Mechanical Engineering Tsinghua University, China","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"702","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Hongyu Zhang","State Key Laboratory of Tribology, Department of Precision Instruments and Mechanology Tsinghua University, China","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"703","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Jeonghoon Lee","School of Mechanical Engineering Korea University of Technology and Education<U+FEFF>, South Korea","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"704","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Yunhua Luo","Associate Professor, Department of Mechanical and Manufacturing Engineering University of Manitoba, Canada","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"705","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Gregorio Romero","Associate Professor, Mechanical Engineering and Manufacturing Department, Higher Technical School of Industrial Engineering Polytechnical University of Madrid, Spain","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"706","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Jiann Shing Shieh","Professor, Department of Mechanical Engineering, Biomedical Opto-Mechatronic Engineering Program (BOMEP) Yuan Ze University, Taiwan","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"707","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Vincenzo Gattulli","Associate Professor, Department of Structural, Water and Geotechnical Engineering University of L'Aquila, Italy","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"708","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Shiuh Chuan Her","Associate Professor, Department of Mechanical Engineering Yuan Ze University, Taiwan","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"709","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Hongtao Ding","Assistant Professor, Department of Mechanical and Industrial Engineering University of Iowa, USA","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"710","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Hirpa G Lemu","Associate Professor, Dept. of Mechanical & Structural Engineering and Material Technology University of Stavanger, Norway","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"711","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Hoon Kiat Ng","Associate Professor, Department of Mechanical, Materials and Manufacturing Engineering The University of Nottingham Malaysia Campus, Malaysia","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"712","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Eddie Y.K. NG","Nanyang Technological University, Singapore","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"713","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Sunil Kumar","Indian Institute of Technology India","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"714","Longdom","Journal of Applied Mechanical Engineering","Editorial Board","Hari Mohan Srivastava","Department of Mathematics and Statistics University of Victoria, Canada","https://www.longdom.org/applied-mechanical-engineering/editorial-board.html",2021-05-17
"715","Longdom","Journal of Applied Pharmacy","Editorial Board","Jinwei Zhang","Assistant Professor, Biomedical Sciences College of Medicine and Health, University of Exeter Medical School, UK","https://www.longdom.org/applied-pharmacy/editorial-board.html",2021-05-17
"716","Longdom","Journal of Applied Pharmacy","Editorial Board","Andrei Blasko","Editor-in-Chief Sr. Fellow, Pharmaceutical and Analytical Development, Novartis Pharma, Technical R&D San Carlos USA","https://www.longdom.org/applied-pharmacy/editorial-board.html",2021-05-17
"717","Longdom","Journal of Applied Pharmacy","Editorial Board","Taha Nazir","Editor-in-Chief Scientific Executive, ICDTD Inc Canada","https://www.longdom.org/applied-pharmacy/editorial-board.html",2021-05-17
"718","Longdom","Journal of Applied Pharmacy","Editorial Board","Xiaoxin Y","Editor-in-Chief Department of Composite Materials Processing, Joining and Welding Institute Osaka University, Japan","https://www.longdom.org/applied-pharmacy/editorial-board.html",2021-05-17
"719","Longdom","Journal of Applied Pharmacy","Editorial Board","Veeraiah Enturi","Scientist, Formulation Research and Development Quagen Pharmaceuticals LLC, United States","https://www.longdom.org/applied-pharmacy/editorial-board.html",2021-05-17
"720","Longdom","Journal of Applied Pharmacy","Editorial Board","Chung-Yi Chen","Dean and Professor, School of Medical and Health Sciences Fooyin University, Taiwan","https://www.longdom.org/applied-pharmacy/editorial-board.html",2021-05-17
"721","Longdom","Journal of Applied Pharmacy","Editorial Board","Dr. Burton M. Altura","Professor, Physiology and Pharmacology Department, Suny Downstate Medical Center New York, USA","https://www.longdom.org/applied-pharmacy/editorial-board.html",2021-05-17
"722","Longdom","Journal of Applied Pharmacy","Editorial Board","Junpeng QI","Research Associate, The Scripps Research Institute Florida, USA","https://www.longdom.org/applied-pharmacy/editorial-board.html",2021-05-17
"723","Longdom","Journal of Applied Pharmacy","Editorial Board","Agnieszka Zyromska","Chair and Clinic of Oncology and Brachytherapy, Collegium Medicum, Faculty of Medicine Assistant professor at Nicolaus Copernicus University, Torun, Poland","https://www.longdom.org/applied-pharmacy/editorial-board.html",2021-05-17
"724","Longdom","Journal of Applied Pharmacy","Editorial Board","Liang Li","Clinical Pharmacology Reviewer, Division of Clinical Pharmacology V, Office of Clinical Pharmacology, Office of Translational Sciences, Center for Drug Evaluation and Research, U.S. Food and Drug Administration United States","https://www.longdom.org/applied-pharmacy/editorial-board.html",2021-05-17
